date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
2015-01-15,Quarter3,sewing,Thursday,2,0.5,22.94,1044,9810,23,0,0,0,54.5,0
2015-01-17,Quarter3,finishing ,Saturday,5,0.65,4.15,,2700,0,0,0,0,15,1
2015-01-17,Quarter3,finishing ,Saturday,2,0.8,3.94,,1800,0,0,0,0,10,1
2015-01-17,Quarter3,finishing ,Saturday,10,0.8,3.94,,1440,0,0,0,0,8,1
2015-01-17,Quarter3,finishing ,Saturday,1,0.8,3.94,,1440,0,0,0,0,8,1
2015-01-17,Quarter3,finishing ,Saturday,9,0.8,3.94,,1800,0,0,0,0,10,1
2015-01-17,Quarter3,sewing,Saturday,6,0.8,11.41,1067,5490,63,0,0,0,30.5,1
2015-01-17,Quarter3,sewing,Saturday,12,0.8,11.61,1039,5670,63,0,0,0,31.5,1
2015-01-17,Quarter3,sewing,Saturday,7,0.8,25.9,1396,10170,50,0,0,0,56.5,1
2015-01-17,Quarter3,sewing,Saturday,8,0.8,25.9,1292,10170,50,0,0,0,56.5,1
2015-01-17,Quarter3,sewing,Saturday,1,0.8,48.68,171,10620,63,0,0,0,59,1
2015-01-17,Quarter3,sewing,Saturday,9,0.8,26.16,1128,10620,63,0,0,0,59,1
2015-01-17,Quarter3,sewing,Saturday,2,0.6,22.94,865,6570,23,0,0,0,56.5,1
2015-01-17,Quarter3,sewing,Saturday,4,0.7,22.52,825,10170,50,0,0,0,56.5,0
2015-01-17,Quarter3,finishing ,Saturday,8,0.8,2.9,,1440,0,0,0,0,8,0
2015-01-17,Quarter3,finishing ,Saturday,7,0.8,2.9,,1440,0,0,0,0,8,0
2015-01-17,Quarter3,sewing,Saturday,10,0.65,22.52,1163,9720,35,0,0,0,54,0
2015-01-17,Quarter3,sewing,Saturday,3,0.6,22.52,1140,10170,30,0,0,0,56.5,0
2015-01-17,Quarter3,sewing,Saturday,11,0.6,14.89,1027,10080,38,0,0,0,56,0
2015-01-17,Quarter3,finishing ,Saturday,6,0.8,2.9,,900,0,0,0,0,5,0
2015-01-17,Quarter3,sewing,Saturday,5,0.7,41.19,1052,10440,21,0,0,0,58,0
2015-01-17,Quarter3,finishing ,Saturday,11,0.8,4.15,,1260,0,0,0,0,7,0
2015-01-18,Quarter3,finishing ,Sunday,5,0.6,4.15,,1440,0,0,0,0,8,1
2015-01-18,Quarter3,finishing ,Sunday,11,0.65,4.15,,2160,0,0,0,0,12,1
2015-01-18,Quarter3,finishing ,Sunday,6,0.8,2.9,,1800,0,0,0,0,10,1
2015-01-18,Quarter3,sewing,Sunday,6,0.8,11.41,1140,5490,63,0,0,0,30.5,1
2015-01-18,Quarter3,sewing,Sunday,7,0.8,48.84,624,10170,50,0,0,0,56.5,1
2015-01-18,Quarter3,sewing,Sunday,8,0.8,25.9,1288,10170,38,0,0,0,56.5,1
2015-01-18,Quarter3,sewing,Sunday,9,0.8,26.16,1381,3660,50,0,0,0,59,1
2015-01-18,Quarter3,sewing,Sunday,4,0.7,22.52,882,10170,50,0,0,0,56.5,0
2015-01-18,Quarter3,sewing,Sunday,10,0.7,22.52,1002,10080,40,0,0,0,56,0
2015-01-18,Quarter3,finishing ,Sunday,7,0.8,2.9,,1440,0,0,0,0,8,0
2015-01-18,Quarter3,sewing,Sunday,12,0.8,26.87,585,5670,56,0,0,0,31.5,0
2015-01-18,Quarter3,sewing,Sunday,3,0.65,22.52,1138,10170,35,0,0,0,56.5,0
2015-01-18,Quarter3,sewing,Sunday,11,0.65,14.89,1140,10260,44,0,0,0,57,0
2015-01-18,Quarter3,sewing,Sunday,2,0.65,22.94,1025,10170,26,0,0,0,56.5,0
2015-01-18,Quarter3,finishing ,Sunday,8,0.8,2.9,,1440,0,0,0,0,8,0
2015-01-18,Quarter3,sewing,Sunday,5,0.6,20.4,1031,10440,30,0,0,0,58,0
2015-01-18,Quarter3,finishing ,Sunday,9,0.8,3.94,,1800,0,0,0,0,10,0
2015-01-18,Quarter3,sewing,Sunday,1,0.8,49.1,1381,10350,24,0,0,0,57.5,0
2015-01-18,Quarter3,finishing ,Sunday,10,0.7,3.94,,1440,0,0,0,0,8,0
2015-01-19,Quarter3,finishing ,Monday,4,0.7,4.3,,5040,0,0,0,0,28,1
2015-01-19,Quarter3,finishing ,Monday,9,0.8,3.94,,1800,0,0,0,0,10,1
2015-01-19,Quarter3,finishing ,Monday,5,0.65,4.15,,1440,0,0,0,0,8,1
2015-01-19,Quarter3,sewing,Monday,6,0.8,11.41,1028,4380,50,0,0,0,31,1
2015-01-19,Quarter3,sewing,Monday,8,0.8,25.9,1380,3630,50,0,0,0,56.5,1
2015-01-19,Quarter3,sewing,Monday,9,0.8,26.16,1196,10620,63,0,0,0,59,1
2015-01-19,Quarter3,finishing ,Monday,12,0.8,2.9,,1440,0,0,0,0,8,1
2015-01-19,Quarter3,sewing,Monday,2,0.7,22.94,1006,10170,38,0,0,0,56.5,1
2015-01-19,Quarter3,sewing,Monday,4,0.7,22.52,930,10260,63,0,0,0,57,1
2015-01-19,Quarter3,sewing,Monday,3,0.7,22.52,1095,10170,50,0,0,0,56.5,1
2015-01-19,Quarter3,sewing,Monday,10,0.7,22.52,938,10080,63,0,0,0,56,1
2015-01-19,Quarter3,sewing,Monday,11,0.7,14.89,1484,10260,50,0,0,0,57,0
2015-01-19,Quarter3,finishing ,Monday,8,0.8,2.9,,1440,0,0,0,0,8,0
2015-01-19,Quarter3,sewing,Monday,5,0.65,20.4,1255,8280,35,0,0,0,58,0
2015-01-19,Quarter3,sewing,Monday,7,0.8,48.84,1040,10260,30,0,0,0,57,0
2015-01-19,Quarter3,sewing,Monday,1,0.5,22.94,1492,10170,30,0,0,0,56.5,0
2015-01-19,Quarter3,finishing ,Monday,10,0.7,3.94,,1440,0,0,0,0,8,0
2015-01-19,Quarter3,finishing ,Monday,11,0.7,4.15,,1440,0,0,0,0,8,0
2015-01-19,Quarter3,sewing,Monday,12,0.35,15.26,1111,6120,23,0,0,0,34,0
2015-01-20,Quarter3,finishing ,Tuesday,5,0.7,4.15,,1440,0,0,0,0,8,1
2015-01-20,Quarter3,sewing,Tuesday,6,0.8,11.41,1047,5580,63,0,0,0,31,1
2015-01-20,Quarter3,sewing,Tuesday,8,0.8,25.9,1434,10170,50,0,0,0,56.5,1
2015-01-20,Quarter3,sewing,Tuesday,9,0.8,26.16,399,10620,63,0,0,0,59,1
2015-01-20,Quarter3,sewing,Tuesday,4,0.7,22.52,983,10260,63,0,0,0,57,1
2015-01-20,Quarter3,sewing,Tuesday,10,0.7,22.52,1108,10080,63,0,0,0,56,1
2015-01-20,Quarter3,sewing,Tuesday,3,0.7,22.52,1134,8460,50,0,0,0,57,1
2015-01-20,Quarter3,sewing,Tuesday,2,0.7,22.94,1363,10260,50,0,0,0,57,1
2015-01-20,Quarter3,finishing ,Tuesday,9,0.8,3.94,,1800,0,0,0,0,10,0
2015-01-20,Quarter3,sewing,Tuesday,11,0.7,14.89,1501,10260,50,0,0,0,57,0
2015-01-20,Quarter3,sewing,Tuesday,5,0.7,20.4,1352,10260,50,0,0,0,57,0
2015-01-20,Quarter3,finishing ,Tuesday,8,0.8,2.9,,1440,0,0,0,0,8,0
2015-01-20,Quarter3,sewing,Tuesday,12,0.5,15.26,1352,3720,23,0,0,0,34,0
2015-01-20,Quarter3,sewing,Tuesday,7,0.35,22.94,1450,10080,30,0,0,0,56,0
2015-01-20,Quarter3,finishing ,Tuesday,11,0.7,4.15,,2700,0,0,0,0,15,0
2015-01-21,Quarter3,finishing ,Wednesday,4,0.75,4.3,,6000,0,0,0,0,20,1
2015-01-21,Quarter3,finishing ,Wednesday,2,0.7,3.94,,5100,0,0,0,0,17,1
2015-01-21,Quarter3,sewing,Wednesday,4,0.75,22.52,825,10080,94,0,0,0,56,1
2015-01-21,Quarter3,sewing,Wednesday,6,0.8,11.61,916,5760,75,0,0,0,89,1
2015-01-21,Quarter3,finishing ,Wednesday,9,0.8,3.94,,2400,0,0,0,0,8,1
2015-01-21,Quarter3,sewing,Wednesday,8,0.8,25.9,562,7470,38,0,0,0,56.5,1
2015-01-21,Quarter3,sewing,Wednesday,2,0.7,22.94,1422,10500,60,0,0,0,57,1
2015-01-21,Quarter3,sewing,Wednesday,10,0.7,22.52,1206,10080,75,0,0,0,56,1
2015-01-21,Quarter3,finishing ,Wednesday,5,0.7,4.15,,2400,0,0,0,0,8,1
2015-01-21,Quarter3,sewing,Wednesday,5,0.7,20.4,1404,10440,50,0,0,0,58,1
2015-01-21,Quarter3,sewing,Wednesday,3,0.7,22.52,1139,10260,63,0,0,0,57,1
2015-01-21,Quarter3,sewing,Wednesday,11,0.7,14.89,1735,10260,50,0,0,0,57,0
2015-01-21,Quarter3,sewing,Wednesday,1,0.65,22.94,1595,10260,34,0,0,0,57,0
2015-01-21,Quarter3,sewing,Wednesday,12,0.6,15.26,1245,6360,23,0,0,0,34,0
2015-01-21,Quarter3,finishing ,Wednesday,8,0.8,2.9,,2400,0,0,0,0,8,0
2015-01-21,Quarter3,sewing,Wednesday,9,0.8,54.56,757,4140,29,0,0,0,58,0
2015-01-21,Quarter3,finishing ,Wednesday,1,0.65,3.94,,2400,0,0,0,0,8,0
2015-01-21,Quarter3,sewing,Wednesday,7,0.5,22.52,1720,10080,23,0,0,0,56,0
2015-01-21,Quarter3,finishing ,Wednesday,11,0.7,4.15,,2700,0,0,0,0,9,0
2015-01-22,Quarter4,finishing ,Thursday,7,0.6,3.94,,6000,0,0,0,0,10,1
2015-01-22,Quarter4,finishing ,Thursday,10,0.75,3.94,,8400,0,0,0,0,14,1
2015-01-22,Quarter4,sewing,Thursday,4,0.75,22.52,759,10080,81,0,0,0,56,1
2015-01-22,Quarter4,sewing,Thursday,2,0.7,22.94,1510,10620,60,0,0,0,57,1
2015-01-22,Quarter4,sewing,Thursday,6,0.8,11.61,955,6360,63,0,0,0,32,1
2015-01-22,Quarter4,sewing,Thursday,10,0.75,22.52,1328,10080,55,0,0,0,56,1
2015-01-22,Quarter4,sewing,Thursday,1,0.7,22.94,1384,12180,63,0,0,0,57,1
2015-01-22,Quarter4,sewing,Thursday,3,0.7,22.52,1244,10260,63,0,0,0,57,1
2015-01-22,Quarter4,finishing ,Thursday,5,0.7,4.15,,9000,0,0,0,0,15,1
2015-01-22,Quarter4,sewing,Thursday,5,0.7,20.4,1480,10440,40,0,0,0,58,0
2015-01-22,Quarter4,sewing,Thursday,11,0.7,14.89,1863,10260,50,0,0,0,57,0
2015-01-22,Quarter4,finishing ,Thursday,4,0.75,4.3,,9000,0,0,0,0,15,0
2015-01-22,Quarter4,finishing ,Thursday,1,0.7,3.94,,15000,0,0,0,0,25,0
2015-01-22,Quarter4,finishing ,Thursday,2,0.7,3.94,,15000,0,0,0,0,25,0
2015-01-22,Quarter4,finishing ,Thursday,6,0.8,2.9,,4800,0,0,0,0,8,0
2015-01-22,Quarter4,sewing,Thursday,12,0.6,15.26,1492,6960,23,0,0,0,34,0
2015-01-22,Quarter4,sewing,Thursday,7,0.6,22.52,1859,10260,23,0,0,0,57,0
2015-01-22,Quarter4,sewing,Thursday,8,0.8,40.99,980,10770,30,0,0,0,56.5,0
2015-01-22,Quarter4,sewing,Thursday,9,0.5,29.12,970,10440,30,0,0,0,58,0
2015-01-22,Quarter4,finishing ,Thursday,3,0.7,3.94,,12000,0,0,0,0,20,0
2015-01-22,Quarter4,finishing ,Thursday,8,0.8,2.9,,4800,0,0,0,0,8,0
2015-01-22,Quarter4,finishing ,Thursday,12,0.6,4.08,,5400,0,0,0,0,9,0
2015-01-24,Quarter4,finishing ,Saturday,5,0.7,4.15,,2700,0,0,0,0,15,1
2015-01-24,Quarter4,finishing ,Saturday,10,0.75,3.94,,1800,0,0,0,0,10,1
2015-01-24,Quarter4,finishing ,Saturday,8,0.8,2.9,,1620,0,0,0,0,9,1
2015-01-24,Quarter4,sewing,Saturday,2,0.75,22.94,1606,10260,94,0,0,0,57,1
2015-01-24,Quarter4,sewing,Saturday,4,0.75,22.52,727,10260,94,0,0,0,57,1
2015-01-24,Quarter4,finishing ,Saturday,11,0.75,4.15,,1800,0,0,0,0,10,1
2015-01-24,Quarter4,finishing ,Saturday,3,0.75,3.94,,1440,0,0,0,0,8,1
2015-01-24,Quarter4,finishing ,Saturday,7,0.65,3.94,,2160,0,0,0,0,12,1
2015-01-24,Quarter4,finishing ,Saturday,12,0.7,4.08,,1620,0,0,0,0,9,1
2015-01-24,Quarter4,sewing,Saturday,1,0.7,22.94,1472,10260,75,0,0,0,57,1
2015-01-24,Quarter4,sewing,Saturday,10,0.75,22.52,1332,10080,69,0,0,0,56,1
2015-01-24,Quarter4,sewing,Saturday,6,0.8,11.61,1009,5640,63,0,0,0,32,1
2015-01-24,Quarter4,sewing,Saturday,3,0.75,22.52,1266,10260,69,0,0,0,57,1
2015-01-24,Quarter4,sewing,Saturday,12,0.75,15.26,1316,6120,40,0,0,0,34,1
2015-01-24,Quarter4,sewing,Saturday,11,0.75,42.97,1282,10260,56,0,0,0,57,1
2015-01-24,Quarter4,sewing,Saturday,5,0.7,20.4,1382,10440,50,0,0,0,58,0
2015-01-24,Quarter4,finishing ,Saturday,4,0.75,4.3,,2160,0,0,0,0,12,0
2015-01-24,Quarter4,sewing,Saturday,7,0.65,22.52,1295,10170,26,0,0,0,56.5,0
2015-01-24,Quarter4,sewing,Saturday,9,0.6,29.12,925,6660,23,0,0,0,58,0
2015-01-24,Quarter4,finishing ,Saturday,2,0.75,3.94,,1440,0,0,0,0,8,0
2015-01-24,Quarter4,finishing ,Saturday,1,0.7,3.94,,1440,0,0,0,0,8,0
2015-01-24,Quarter4,sewing,Saturday,8,0.35,15.09,1448,9360,23,0,0,0,52,0
2015-01-24,Quarter4,finishing ,Saturday,9,0.6,3.94,,1440,0,0,0,0,8,0
2015-01-25,Quarter4,finishing ,Sunday,5,0.7,4.15,,3060,0,0,0,0,17,1
2015-01-25,Quarter4,finishing ,Sunday,2,0.75,3.94,,1440,0,0,0,0,8,1
2015-01-25,Quarter4,finishing ,Sunday,1,0.7,3.94,,1440,0,0,0,0,8,1
2015-01-25,Quarter4,finishing ,Sunday,3,0.75,3.94,,1620,0,0,0,0,9,1
2015-01-25,Quarter4,finishing ,Sunday,10,0.75,3.94,,3420,0,0,0,0,19,1
2015-01-25,Quarter4,finishing ,Sunday,4,0.75,4.3,,2160,0,0,0,0,12,1
2015-01-25,Quarter4,sewing,Sunday,4,0.75,22.52,867,10260,94,0,0,0,57,1
2015-01-25,Quarter4,sewing,Sunday,2,0.75,22.94,1636,10530,81,0,0,0,58.5,1
2015-01-25,Quarter4,sewing,Sunday,1,0.7,22.94,1682,10530,75,0,0,0,58.5,1
2015-01-25,Quarter4,sewing,Sunday,3,0.75,22.52,1495,10350,55,0,0,0,57.5,1
2015-01-25,Quarter4,sewing,Sunday,6,0.8,11.61,1181,5760,63,0,0,0,32,1
2015-01-25,Quarter4,sewing,Sunday,10,0.75,22.52,1413,10080,69,0,0,0,56,1
2015-01-25,Quarter4,finishing ,Sunday,7,0.65,3.94,,2520,0,0,0,0,14,1
2015-01-25,Quarter4,sewing,Sunday,7,0.7,22.52,360,10170,40,0,0,0,56.5,0
2015-01-25,Quarter4,sewing,Sunday,12,0.7,15.26,1296,6120,40,0,0,0,34,0
2015-01-25,Quarter4,sewing,Sunday,5,0.7,20.4,1217,10440,50,0,0,0,58,0
2015-01-25,Quarter4,sewing,Sunday,9,0.65,29.12,1086,10440,26,0,0,0,58,0
2015-01-25,Quarter4,finishing ,Sunday,12,0.7,4.08,,1620,0,0,0,0,9,0
2015-01-25,Quarter4,sewing,Sunday,11,0.75,42.97,532,10260,40,0,0,0,57,0
2015-01-25,Quarter4,sewing,Sunday,8,0.5,15.09,1557,720,23,0,0,0,52,0
2015-01-25,Quarter4,finishing ,Sunday,8,0.8,2.9,,720,0,0,0,0,4,0
2015-01-26,Quarter4,finishing ,Monday,3,0.75,3.94,,1800,0,0,0,0,10,1
2015-01-26,Quarter4,finishing ,Monday,10,0.75,3.94,,3780,0,0,0,0,21,1
2015-01-26,Quarter4,finishing ,Monday,4,0.75,4.3,,2160,0,0,0,0,12,1
2015-01-26,Quarter4,finishing ,Monday,5,0.7,4.15,,2700,0,0,0,0,15,1
2015-01-26,Quarter4,finishing ,Monday,2,0.75,3.94,,1800,0,0,0,0,10,1
2015-01-26,Quarter4,finishing ,Monday,1,0.7,3.94,,1800,0,0,0,0,10,1
2015-01-26,Quarter4,sewing,Monday,4,0.8,22.52,1016,10170,60,0,0,0,56.5,1
2015-01-26,Quarter4,sewing,Monday,6,0.8,11.61,1072,5760,50,0,0,0,32,1
2015-01-26,Quarter4,sewing,Monday,3,0.75,22.52,1584,10260,69,0,0,0,57,1
2015-01-26,Quarter4,sewing,Monday,2,0.75,22.94,1764,10260,55,0,0,0,57,1
2015-01-26,Quarter4,sewing,Monday,1,0.7,22.94,1745,10440,60,0,0,0,58,1
2015-01-26,Quarter4,sewing,Monday,10,0.75,22.52,1250,10080,55,0,0,0,56,1
2015-01-26,Quarter4,finishing ,Monday,12,0.7,4.08,,1620,0,0,0,0,9,1
2015-01-26,Quarter4,sewing,Monday,5,0.75,20.4,1118,10320,56,0,0,0,58,1
2015-01-26,Quarter4,sewing,Monday,9,0.7,29.12,1143,10440,40,0,0,0,58,0
2015-01-26,Quarter4,sewing,Monday,12,0.7,15.26,1337,6120,40,0,0,0,34,0
2015-01-26,Quarter4,finishing ,Monday,7,0.65,3.94,,1440,0,0,0,0,8,0
2015-01-26,Quarter4,sewing,Monday,8,0.6,15.09,1519,360,23,0,0,0,52,0
2015-01-26,Quarter4,sewing,Monday,11,0.35,28.08,749,10260,23,0,0,0,57,0
2015-01-27,Quarter4,sewing,Tuesday,2,0.75,22.52,1635,6840,119,0,0,0,57,1
2015-01-27,Quarter4,sewing,Tuesday,3,0.75,22.52,1299,6840,119,0,0,0,57,1
2015-01-27,Quarter4,finishing ,Tuesday,10,0.8,3.94,,1440,0,0,0,0,12,1
2015-01-27,Quarter4,finishing ,Tuesday,4,0.8,4.3,,1440,0,0,0,0,12,1
2015-01-27,Quarter4,finishing ,Tuesday,5,0.5,4.15,,1440,0,0,0,0,12,1
2015-01-27,Quarter4,sewing,Tuesday,10,0.8,22.52,1134,6720,70,0,0,0,56,1
2015-01-27,Quarter4,finishing ,Tuesday,3,0.75,3.94,,1440,0,0,0,0,12,1
2015-01-27,Quarter4,sewing,Tuesday,4,0.8,22.52,1106,6780,60,0,0,0,56.5,1
2015-01-27,Quarter4,finishing ,Tuesday,8,0.65,3.94,,960,0,0,0,0,8,1
2015-01-27,Quarter4,finishing ,Tuesday,12,0.7,4.15,,1080,0,0,0,0,9,1
2015-01-27,Quarter4,finishing ,Tuesday,7,0.5,4.15,,960,0,0,0,0,8,1
2015-01-27,Quarter4,sewing,Tuesday,1,0.75,22.94,1871,6960,55,0,0,0,58,1
2015-01-27,Quarter4,finishing ,Tuesday,2,0.75,3.94,,1200,0,0,0,0,10,1
2015-01-27,Quarter4,finishing ,Tuesday,1,0.75,3.94,,1200,0,0,0,0,10,1
2015-01-27,Quarter4,sewing,Tuesday,9,0.7,29.12,1294,6960,50,0,0,0,58,0
2015-01-27,Quarter4,sewing,Tuesday,12,0.7,15.26,1462,4080,40,0,0,0,34,0
2015-01-27,Quarter4,sewing,Tuesday,8,0.65,15.09,976,240,23,0,0,0,52,0
2015-01-27,Quarter4,sewing,Tuesday,6,0.8,30.4,338,3840,34,0,0,0,32,0
2015-01-27,Quarter4,finishing ,Tuesday,6,0.8,2.9,,960,0,0,0,0,8,0
2015-01-27,Quarter4,sewing,Tuesday,5,0.5,20.79,1455,6960,30,0,0,0,58,0
2015-01-27,Quarter4,sewing,Tuesday,11,0.5,48.18,1282,6480,23,0,0,0,54,0
2015-01-28,Quarter4,sewing,Wednesday,2,0.8,22.52,1559,6840,90,0,0,0,57,1
2015-01-28,Quarter4,sewing,Wednesday,3,0.8,22.52,1350,6840,113,0,0,0,57,1
2015-01-28,Quarter4,finishing ,Wednesday,6,0.35,2.9,,1800,0,0,0,0,15,1
2015-01-28,Quarter4,finishing ,Wednesday,1,0.75,3.94,,1200,0,0,0,0,10,1
2015-01-28,Quarter4,finishing ,Wednesday,2,0.8,3.94,,1800,0,0,0,0,15,1
2015-01-28,Quarter4,sewing,Wednesday,10,0.8,22.52,1175,6720,60,0,0,0,56,1
2015-01-28,Quarter4,sewing,Wednesday,1,0.75,22.94,1868,6960,81,0,0,0,58,1
2015-01-28,Quarter4,finishing ,Wednesday,10,0.8,3.94,,1200,0,0,0,0,10,1
2015-01-28,Quarter4,sewing,Wednesday,5,0.6,20.79,1045,6960,88,0,0,0,58,1
2015-01-28,Quarter4,sewing,Wednesday,4,0.8,22.52,1342,6780,50,0,0,0,56.5,1
2015-01-28,Quarter4,finishing ,Wednesday,12,0.75,4.08,,1080,0,0,0,0,9,1
2015-01-28,Quarter4,sewing,Wednesday,9,0.7,29.12,1340,6960,63,0,0,0,58,1
2015-01-28,Quarter4,sewing,Wednesday,12,0.75,15.26,1429,3600,45,0,0,0,35,1
2015-01-28,Quarter4,finishing ,Wednesday,4,0.8,4.3,,1440,0,0,0,0,12,0
2015-01-28,Quarter4,finishing ,Wednesday,8,0.65,4.15,,960,0,0,0,0,8,0
2015-01-28,Quarter4,sewing,Wednesday,11,0.5,20.1,1413,5880,46,0,0,0,54,0
2015-01-28,Quarter4,sewing,Wednesday,8,0.7,38.09,336,6240,0,0,0,0,52,0
2015-01-28,Quarter4,sewing,Wednesday,6,0.35,18.79,511,1800,23,0,0,0,32,0
2015-01-28,Quarter4,finishing ,Wednesday,7,0.6,3.94,,960,0,0,0,0,8,0
2015-01-28,Quarter4,sewing,Wednesday,7,0.6,23.54,958,6600,0,0,0,0,55,0
2015-01-28,Quarter4,finishing ,Wednesday,11,0.5,2.9,,960,0,0,0,0,8,0
2015-01-29,Quarter5,sewing,Thursday,2,0.8,22.52,1416,6840,113,0,0,0,57,1
2015-01-29,Quarter5,finishing ,Thursday,4,0.8,4.3,,1200,0,0,0,0,10,1
2015-01-29,Quarter5,sewing,Thursday,3,0.8,22.52,1287,6840,100,0,0,0,57,1
2015-01-29,Quarter5,sewing,Thursday,4,0.8,22.52,1444,6900,88,0,0,0,57.5,1
2015-01-29,Quarter5,sewing,Thursday,10,0.8,22.52,1088,6720,88,0,0,0,56,1
2015-01-29,Quarter5,finishing ,Thursday,6,0.5,2.9,,1200,0,0,0,0,10,1
2015-01-29,Quarter5,finishing ,Thursday,8,0.65,4.15,,960,0,0,0,0,8,1
2015-01-29,Quarter5,finishing ,Thursday,11,0.6,2.9,,960,0,0,0,0,8,1
2015-01-29,Quarter5,finishing ,Thursday,10,0.8,3.94,,1200,0,0,0,0,10,1
2015-01-29,Quarter5,finishing ,Thursday,1,0.75,3.94,,1200,0,0,0,0,10,1
2015-01-29,Quarter5,sewing,Thursday,1,0.75,22.94,1579,6960,81,0,0,0,58,1
2015-01-29,Quarter5,sewing,Thursday,9,0.7,29.12,1170,6960,53,0,0,0,58,1
2015-01-29,Quarter5,sewing,Thursday,5,0.65,20.79,1015,7080,81,0,0,0,59,1
2015-01-29,Quarter5,finishing ,Thursday,2,0.8,3.94,,1200,0,0,0,0,10,1
2015-01-29,Quarter5,sewing,Thursday,12,0.75,15.26,1436,4200,45,0,0,0,35,1
2015-01-29,Quarter5,finishing ,Thursday,12,0.75,4.08,,1080,0,0,0,0,9,0
2015-01-29,Quarter5,sewing,Thursday,11,0.6,20.1,1601,4320,46,0,0,0,51,0
2015-01-29,Quarter5,sewing,Thursday,6,0.5,18.79,717,3960,23,0,0,0,33,0
2015-01-29,Quarter5,finishing ,Thursday,3,0.8,3.94,,960,0,0,0,0,8,0
2015-01-29,Quarter5,sewing,Thursday,7,0.65,23.54,830,6600,0,0,0,0,55,0
2015-01-31,Quarter5,sewing,Saturday,3,0.8,22.52,1136,6960,113,0,0,0,58,1
2015-01-31,Quarter5,sewing,Saturday,2,0.8,22.52,1397,6840,113,0,0,0,57,1
2015-01-31,Quarter5,finishing ,Saturday,2,0.8,3.94,,1200,0,0,0,0,10,1
2015-01-31,Quarter5,finishing ,Saturday,3,0.8,3.94,,960,0,0,0,0,8,1
2015-01-31,Quarter5,finishing ,Saturday,4,0.8,3.94,,1200,0,0,0,0,10,1
2015-01-31,Quarter5,finishing ,Saturday,10,0.8,3.94,,1200,0,0,0,0,10,1
2015-01-31,Quarter5,finishing ,Saturday,1,0.75,3.94,,1800,0,0,0,0,15,1
2015-01-31,Quarter5,finishing ,Saturday,9,0.75,3.94,,240,0,0,0,0,2,1
2015-01-31,Quarter5,finishing ,Saturday,12,0.75,4.08,,1080,0,0,0,0,9,1
2015-01-31,Quarter5,finishing ,Saturday,5,0.7,3.94,,240,0,0,0,0,2,1
2015-01-31,Quarter5,finishing ,Saturday,7,0.7,3.94,,1200,0,0,0,0,10,1
2015-01-31,Quarter5,finishing ,Saturday,8,0.65,3.94,,960,0,0,0,0,8,1
2015-01-31,Quarter5,finishing ,Saturday,11,0.65,3.94,,600,0,0,0,0,5,1
2015-01-31,Quarter5,finishing ,Saturday,6,0.6,3.94,,1200,0,0,0,0,10,1
2015-01-31,Quarter5,sewing,Saturday,10,0.8,22.52,1116,6720,93,0,0,0,56,1
2015-01-31,Quarter5,sewing,Saturday,4,0.8,22.52,1432,6660,88,0,0,0,57.5,1
2015-01-31,Quarter5,sewing,Saturday,9,0.75,29.12,1082,6840,81,0,0,0,57,1
2015-01-31,Quarter5,sewing,Saturday,1,0.75,22.94,1502,6960,81,0,0,0,58,1
2015-01-31,Quarter5,sewing,Saturday,12,0.75,15.26,1209,4200,45,0,0,0,35,1
2015-01-31,Quarter5,sewing,Saturday,5,0.7,50.89,282,5880,56,0,0,0,59,0
2015-01-31,Quarter5,sewing,Saturday,11,0.65,20.1,1417,6480,49,0,0,0,54,0
2015-01-31,Quarter5,sewing,Saturday,6,0.6,18.79,799,3960,23,0,0,0,33,0
2015-01-31,Quarter5,sewing,Saturday,7,0.7,23.54,1109,6720,0,0,0,0,56,0
2015-01-31,Quarter5,sewing,Saturday,8,0.5,23.54,1144,6480,0,0,0,0,54,0
2015-02-01,Quarter1,finishing ,Sunday,8,0.65,4.15,,960,0,0,0,0,8,1
2015-02-01,Quarter1,sewing,Sunday,2,0.8,22.52,1396,6900,113,0,0,0,57.5,1
2015-02-01,Quarter1,sewing,Sunday,1,0.8,22.94,1582,3060,113,0,0,0,58.5,1
2015-02-01,Quarter1,finishing ,Sunday,1,0.75,3.94,,2280,0,0,0,0,19,1
2015-02-01,Quarter1,sewing,Sunday,3,0.8,22.52,1124,6840,100,0,0,0,57,1
2015-02-01,Quarter1,finishing ,Sunday,2,0.8,3.94,,1200,0,0,0,0,10,1
2015-02-01,Quarter1,finishing ,Sunday,7,0.7,3.94,,2160,0,0,0,0,18,1
2015-02-01,Quarter1,finishing ,Sunday,10,0.8,3.94,,1200,0,0,0,0,10,1
2015-02-01,Quarter1,sewing,Sunday,10,0.8,22.52,1282,6720,75,0,0,0,56,1
2015-02-01,Quarter1,sewing,Sunday,4,0.8,22.52,1472,7020,60,0,0,0,58.5,1
2015-02-01,Quarter1,finishing ,Sunday,4,0.8,4.3,,1440,0,0,0,0,12,1
2015-02-01,Quarter1,sewing,Sunday,9,0.75,29.12,1282,6960,45,0,0,0,58,1
2015-02-01,Quarter1,sewing,Sunday,12,0.75,15.26,1276,1440,45,0,0,0,35,1
2015-02-01,Quarter1,finishing ,Sunday,12,0.75,4.08,,1080,0,0,0,0,9,0
