CancelledService,AccountWeeks,RecentRenewal,DataPlan,DataUsage,CustServCalls,AvgCallMinsPerMonth,AvgCallsPerMonth,MonthlyBill,OverageFee
0,58,1,0,0,2,238.9,107,57,9.36
0,65,1,0,0,2,105.7,95,31,7.09
0,33,1,1,2.3,1,161.9,85,64,7.56
0,100,1,1,2,0,177.1,88,65,8.19
0,184,0,0,0,2,213.8,105,50,7.98
0,107,0,0,0.29,1,234.1,91,56.9,8.16
1,97,1,0,0,1,256.4,125,67,13.7
0,124,1,1,2.03,1,251.4,104,82.3,11.26
0,122,1,1,3.13,1,163,107,86.3,15.64
0,95,1,0,0,1,149.2,96,48,13.04
1,149,1,0,0,3,242.5,83,63,12.27
0,79,1,0,0,3,222.3,99,51,7.31
1,119,0,1,2.08,0,147.2,103,59.8,8.01
0,56,1,1,1.32,1,37.7,115,32.2,7.21
0,130,1,0,0,1,154,95,44,10.3
1,103,1,1,3.11,0,149.9,84,72.1,8.55
0,172,1,0,0,2,169.8,123,45,9.16
0,64,1,0,0,3,216.9,78,55,10.55
0,131,1,0,0,1,175.1,73,45,8.6
0,106,1,0,0,0,193.6,66,54,11.91
0,108,1,0,0,0,169.6,99,52,13.21
0,146,1,0,0,0,189.3,77,46,7.8
1,149,0,1,2.38,5,126.9,97,59.8,8.35
0,87,1,0,0,3,124.3,91,36,8.67
0,155,1,0,0.34,1,184.6,102,52.4,9.8
0,120,1,0,0,1,178.4,97,45,8.42
0,63,1,1,2.21,0,214.9,86,76.1,9.91
0,99,1,0,0,0,155.3,93,49,13.29
1,146,1,0,0,4,138.4,104,38,7.95
0,139,1,0,0,2,203.2,81,48,7.63
0,145,1,0,0,1,175.8,89,54,13.72
0,57,0,1,3.08,2,234.5,130,87.8,9.76
0,130,1,0,0,0,68.4,86,29,9.67
0,73,1,0,0,1,214.3,145,60,13.43
0,86,1,0,0,1,150.8,85,51,14.8
1,148,0,0,0.21,0,233.5,81,58.1,9.39
1,69,0,1,2.21,1,271.5,98,90.1,12.67
0,27,1,0,0,5,232.1,81,58,10.54
0,102,1,1,2.75,2,137.4,100,66.5,8.84
0,151,1,0,0.43,0,175.3,106,47.3,7.22
1,96,1,0,0,1,180.6,92,47,9.55
0,129,1,0,0,2,216,85,53,9.35
0,71,1,0,0,1,207,112,50,8.69
0,95,1,0,0,2,203.4,96,49,8.43
0,34,1,0,0,2,124.8,82,46,14.11
1,23,1,0,0,2,321.6,107,77,12.58
0,99,1,0,0,2,174.1,102,39,4.96
0,138,1,0,0,3,146.5,101,50,14.23
0,16,1,0,0.21,2,144.8,84,41.1,8.25
0,121,1,1,1.59,0,193.8,62,65.9,9.88
0,90,1,0,0,2,205.7,138,49,8.1
0,112,1,0,0,3,214.8,112,55,10.49
0,62,1,0,0.29,1,159.9,100,44.9,8.61
0,29,1,0,0,2,196.8,81,48,8.4
0,57,0,1,3.29,2,236.5,94,87.9,8.16
1,160,1,0,0,1,234.9,136,63,13.54
0,66,1,1,2.4,0,190.8,100,79,13.07
0,130,1,0,0,0,183,112,38,3.65
0,45,1,0,0,1,78.2,127,35,12.67
0,112,1,0,0,1,81.6,94,37,13.41
0,190,1,1,2.3,0,166.5,93,67,9.15
1,147,0,0,0,0,225.2,111,54,9.25
0,50,1,1,2.13,2,192.6,97,66.3,6.76
0,61,1,1,2.32,0,288.7,101,90.2,10.19
0,112,0,1,2.81,1,200.3,72,79.1,9.89
0,171,1,0,0.25,0,189.8,122,50.5,8.69
0,65,1,0,0,2,153.9,117,45,11.01
0,121,1,0,0.32,1,213.2,79,50.2,6.04
0,116,1,1,2.89,1,232.9,90,81.9,7.61
0,93,1,0,0,1,179.3,93,47,9.44
0,104,1,1,3.59,4,280.2,136,102.9,11.03
0,70,1,0,0,1,197.3,91,60,15.29
0,64,1,0,0.28,2,97.2,80,35.8,9.31
0,152,1,1,3.59,5,239.1,105,94.9,10.46
1,127,0,0,0,1,176.9,110,45,8.4
0,52,1,1,3.65,1,133.3,63,75.5,9.21
0,135,1,0,0,0,154.4,130,44,10.19
0,75,1,1,3.62,2,118.5,86,75.2,10.7
0,68,1,1,2.67,0,239.5,82,85.7,10.19
0,132,1,0,0,0,195.1,100,46,7.44
0,127,0,1,2.81,1,95.9,117,58.1,7.98
1,130,1,0,0.33,4,271.8,129,70.3,11.86
0,110,1,1,2.62,1,236.3,102,83.2,9.8
0,57,1,1,2.24,0,176.8,94,69.4,9.75
0,56,1,0,0,1,137.2,111,38,8.3
0,171,1,0,0,1,231.2,135,56,9.44
0,169,1,0,0,2,179.2,111,46,8.76
0,92,0,0,0,1,173.1,140,50,12.02
1,23,1,0,0,1,113.1,74,34,8.44
0,67,1,0,0,2,138.9,65,42,10.45
0,91,1,0,0,1,133.8,61,37,7.94
0,141,1,0,0,1,215.6,113,54,10.03
0,159,1,0,0,0,114.8,98,36,9.63
0,115,1,0,0,0,245.2,105,56,7.95
0,196,1,0,0,2,234,109,61,12.48
1,77,1,1,4.13,5,143,101,84.3,10.61
0,67,1,0,0,0,109.1,117,38,10.87
0,161,1,0,0,1,151.6,117,45,10.97
0,61,1,0,0,2,188.9,105,46,7.68
1,93,1,0,0.24,1,271.1,101,69.4,11.87
0,160,1,0,0,1,176.2,90,47,9.8
1,49,1,0,0,2,266.3,90,63,10.39
0,143,1,1,2.11,1,141.8,116,60.1,8.37
0,32,1,0,0,0,230.9,87,56,9.37
0,112,1,0,0.38,1,170.4,103,49.8,10.01
0,63,1,0,0,3,117.1,118,42,12.48
0,224,1,0,0.21,3,111.4,133,36.1,8.75
0,65,1,0,0.28,2,192,89,47.8,6.98
0,94,0,0,0.28,1,235.6,131,59.8,9.74
0,94,1,0,0,0,136.2,114,38,8.26
1,181,0,0,0.21,0,161.3,83,40.1,6.22
0,76,1,0,0,1,171.1,78,51,12.86
0,61,1,0,0,2,45,108,21,7.57
0,155,1,0,0,2,163,93,46,10.2
0,123,1,0,0,3,150,98,34,4.49
0,62,1,0,0,1,98.9,103,29,6.77
0,147,1,0,0.26,2,124.4,74,51.6,16.05
1,99,1,0,0,3,256.4,44,62,10.73
0,82,1,1,2.38,2,163.8,77,63.8,6.75
0,63,1,0,0.36,2,153.5,81,54.6,14.37
0,141,1,1,2.84,3,187.5,99,81.4,12.07
0,130,1,1,3.29,1,174.5,120,81.9,10.88
0,73,1,0,0.31,0,240.3,130,58.1,8.13
1,44,1,0,0,0,288.8,86,65,8.8
0,123,1,0,0,3,166.9,98,48,11.09
0,103,1,1,3.19,1,138.8,80,67.9,7.1
0,67,1,1,3.62,0,174.7,86,80.2,8.03
0,64,1,0,0,1,206.2,76,55,11.62
0,114,1,0,0.4,1,172,145,57,13.82
0,106,1,0,0,1,235.2,121,59,11.03
0,122,1,0,0,1,35.1,62,22,9.04
0,31,1,0,0.28,1,166.1,105,37.8,3.97
0,106,1,0,0,0,158.6,112,46,11
0,97,1,0,0,3,211,76,52,9.45
0,91,1,1,3.32,3,232.4,97,89.2,9.3
0,69,1,0,0.27,3,143.6,88,39.7,7.09
0,45,1,0,0.37,1,155.7,110,52.7,13.02
0,70,1,0,0,1,230.3,110,46,3.9
1,13,1,0,0,0,303.2,133,67,8.53
0,98,1,1,2.62,0,278.3,89,82.2,4.67
0,121,1,1,3.24,1,116,85,65.4,7.51
0,133,1,0,0,2,187,65,44,7.07
0,92,1,1,2.7,1,151.1,90,70,9.74
0,116,1,0,0,2,110.9,54,37,10.67
0,136,0,0,0,2,183.4,103,44,7.1
0,86,1,1,2.65,2,99.9,84,66.5,13.18
0,190,1,1,2.67,1,116.7,71,59.7,7.3
0,93,1,0,0.19,2,271.6,71,67.9,11.47
1,125,1,0,0.32,2,113,108,37.2,8.46
0,120,1,0,0,1,158,110,44,9.85
0,86,1,0,0.17,2,70.7,125,31.7,10.55
0,63,1,1,3.29,1,184.2,111,90.9,15.63
0,36,1,0,0,1,175.1,144,49,10.85
0,104,1,0,0.27,1,183.6,133,44.7,6.04
1,145,1,0,0,1,245.8,116,67,14.34
1,109,1,1,3.32,1,166.9,85,81.2,11.06
0,138,1,1,2.21,0,75.8,102,50.1,8.68
0,148,1,0,0,1,17.6,121,17,8.09
0,92,1,0,0,0,208,125,53,9.95
0,86,1,1,3.29,1,167.6,139,71.9,5.65
0,92,1,0,0,2,91.7,90,33,9.69
1,60,1,0,0,2,289.8,101,71,12.78
0,113,1,1,3.59,1,44.9,63,55.9,6.71
0,17,1,1,2.19,1,198.5,123,78.9,13.53
0,100,1,0,0,0,203.8,122,59,14.16
0,93,1,0,0.21,0,141.7,95,45.1,11.05
1,76,1,0,0,4,107.3,140,39,11.91
0,119,1,0,0.23,2,154.5,129,45.3,9.68
1,115,0,0,0,1,249.9,95,64,12.13
0,67,1,0,0,2,152.5,131,48,12.62
0,116,1,1,3,0,230.6,94,89,11.21
0,147,1,0,0.33,1,212.8,79,57.3,10.21
0,123,1,1,4.21,2,197.6,105,83.1,4
0,194,1,0,0,1,48.4,101,33,14.06
1,63,1,0,0,0,261.8,69,66,12.25
0,89,1,0,0,1,137.9,96,40,9.63
0,89,1,0,0,0,105.9,151,35,9.48
0,109,1,0,0,0,184,120,42,6.02
1,91,0,0,0,2,145,89,40,8.79
0,128,1,1,2.92,0,222.9,136,90.2,13.1
0,202,1,0,0,3,115.4,137,35,8.94
0,66,1,0,0.31,2,205.1,102,58.1,11.64
0,94,0,0,0,4,243.2,109,54,7.35
0,144,1,0,0,0,133.3,101,45,12.78
0,74,1,1,3.7,0,234.4,113,100,13.3
0,153,1,0,0,1,193.8,90,50,9.77
0,57,1,0,0,0,85.9,92,32,9.7
0,87,1,0,0.42,3,223.2,109,53.2,6.38
0,163,1,0,0,1,197,109,51,10.13
1,161,1,0,0,4,332.9,67,84,15.89
0,128,1,1,2.7,1,265.1,110,89,9.87
0,111,1,0,0.25,2,191.3,80,47.5,6.93
1,111,1,0,0,1,294.7,90,76,14.73
1,127,1,0,0.26,1,266.6,106,70.6,13.24
0,142,1,0,0,1,232.1,102,54,8.41
0,136,1,0,0.34,1,92,117,41.4,12.68
0,83,0,1,2.86,2,94.7,111,58.6,7.72
0,122,1,0,0,2,180,88,43,7.25
0,78,1,0,0,2,155,106,42,8.77
0,52,1,1,1.43,2,195.7,119,57.3,5.31
1,139,1,0,0,5,134.4,106,41,10.57
0,88,1,0,0,2,161.5,92,43,8.68
0,151,1,1,3.62,0,196.5,98,85.2,8.79
0,143,1,0,0.42,2,172.3,97,49.2,8.7
0,105,1,0,0,1,251.6,88,58,8.76
0,68,1,0,0.28,1,178.7,61,54.8,12.62
0,72,1,0,0,1,175.5,103,42,6.62
1,92,1,0,0,3,154,122,55,16.49
0,75,1,1,2.54,3,225.5,119,79.4,9.1
0,76,1,0,0,0,204.2,100,60,14.63
0,114,1,1,3.48,1,125.2,79,71.8,8.89
0,116,1,0,0,2,167.8,119,41,7.1
0,81,1,0,0,4,166.2,102,47,10.88
1,106,0,1,3.89,1,270.3,111,103.9,10.76
1,95,0,0,0,4,228.9,134,61,12.79
0,85,1,0,0,1,126.1,112,45,13.74
0,74,1,0,0,3,262.3,114,62,9.95
0,129,1,1,3.08,1,211,99,80.8,7.76
0,89,1,1,1.59,0,97.8,98,50.9,10.36
0,157,1,1,1.84,3,192.6,107,68.4,9.78
0,83,1,0,0,3,231.3,100,58,10.52
0,137,1,0,0.23,1,155.5,81,40.3,6.66
0,80,1,0,0,0,206.3,97,49,7.75
0,120,1,0,0,2,184.5,103,50,10.45
0,41,1,0,0,3,223.8,67,59,12.24
1,12,1,0,0,1,249.6,118,64,12.62
0,48,1,0,0,2,190.4,92,60,15.88
0,101,1,0,0,3,248.6,102,58,8.75
0,54,1,0,0,1,116.8,119,31,6.16
0,111,1,0,0,4,222.2,96,52,8.13
0,76,1,0,0,0,186.1,96,50,10.58
0,84,1,0,0.14,2,226.9,144,57.4,10.08
0,95,1,0,0.22,2,184.2,95,49.2,9.08
0,63,1,0,0,1,207.6,96,55,11.45
1,100,1,0,0.34,4,107,63,31.4,5.29
0,82,1,0,0.21,0,135.4,102,46.1,11.86
0,185,1,1,3.73,2,151.1,121,84.3,12.24
0,68,1,0,0,1,157.3,83,46,11.05
0,21,1,0,0,1,223.2,142,57,10.83
0,147,1,0,0,2,209.4,104,47,6.63
0,103,1,0,0,1,158.7,90,44,9.92
1,143,1,0,0,0,223.3,99,53,8.36
0,113,1,0,0,3,132.1,72,44,12.38
0,84,0,0,0,2,299.4,71,57,3.1
0,204,1,0,0,6,174.3,85,52,12.71
1,98,1,0,0,1,165,129,46,10.13
0,27,1,0,0,2,201.2,128,54,11.36
0,154,1,1,2.59,0,224,102,80.9,9.6
0,98,1,0,0,4,221.2,80,56,10.68
0,137,1,0,0,3,242.1,118,58,9.55
0,107,1,0,0.21,5,189.7,76,48.1,7.81
1,50,0,0,0.34,2,99.6,108,47.4,15.44
0,109,1,0,0,3,154.8,82,51,14.39
0,132,1,0,0,1,169.9,107,47,10.47
0,96,1,0,0.36,1,106.6,128,46.6,14.24
1,116,0,1,3.16,3,162.3,91,83.6,13.97
1,67,0,1,4.56,0,181.1,59,95.6,10.8
0,96,1,1,2.67,1,145.8,108,68.7,9.61
1,84,1,0,0,0,280,113,65,10.11
1,90,0,1,3.59,0,169,104,80.9,9.44
0,100,1,0,0,1,131.1,108,38,8.81
1,161,1,0,0.16,4,191.9,113,40.6,3.55
0,19,1,1,3.05,1,156.6,97,76.5,11.21
1,162,1,0,0,4,70.7,108,26,7.88
0,116,1,0,0,3,245.9,73,63,12.01
0,133,0,0,0,1,127.3,108,43,12.57
0,29,0,1,1.54,2,235,101,71.4,9.17
0,98,1,1,3.48,2,181.6,112,84.8,11.04
1,65,0,0,0.31,0,277.9,123,64.1,7.79
0,15,1,0,0,2,121.1,130,39,10.8
0,89,1,1,2.03,2,163.5,80,72.3,13.74
0,171,1,1,1.57,1,186.9,94,68.7,12
0,81,0,0,0.25,0,227.4,105,59.5,10.58
0,86,1,1,2.27,3,157.2,118,66.7,9.82
1,197,0,0,0.12,5,127.3,80,42.2,11.12
0,52,1,0,0,1,215.9,67,56,10.85
0,123,1,0,0,0,224,99,56,10.54
0,12,0,0,0,2,216.7,117,47,5.83
0,74,1,0,0,1,172.1,105,48,10.59
0,143,1,0,0,1,155.4,112,52,14.55
0,72,1,0,0,4,217.8,93,54,9.49
0,73,1,0,0.43,1,194.8,112,52.3,8.36
0,131,1,0,0,1,109.5,95,47,16.61
0,80,1,0,0.24,2,203.7,92,56.4,10.82
0,43,1,0,0,1,84.2,134,22,4.04
0,73,1,0,0,0,175.4,130,51,12.41
0,125,1,0,0,1,203.4,110,46,6.44
0,10,1,0,0,2,186.1,112,48,9.51
0,67,1,0,0.22,4,310.4,97,61.2,3.33
0,166,0,1,2.38,2,128.2,138,69.8,13.73
1,108,1,0,0,4,154.2,123,36,5.62
0,189,1,0,0.25,3,227.8,124,56.5,8.48
0,89,1,0,0.38,2,89.7,80,34.8,8.99
0,97,1,1,1.81,1,202.3,97,59.1,3.46
0,125,1,0,0,2,191.6,115,51,10.28
0,103,1,1,2.86,1,153.5,78,75.6,12.1
0,67,1,0,0.14,0,115.5,70,43.4,12.61
0,101,1,0,0,1,154.4,130,45,10.86
0,37,1,0,0,2,199.5,107,52,10.38
0,91,1,1,2.59,1,273,78,90.9,10.78
0,124,1,0,0,3,158.6,104,45,10.56
0,72,1,0,0,0,198.4,147,53,10.85
1,120,0,0,0,2,202,123,51,9.22
0,124,1,0,0,1,160.9,109,40,7.21
0,148,1,0,0,1,239.3,84,58,9.79
0,120,1,1,2.84,0,200.3,68,81.4,11.02
0,80,1,0,0.4,2,149.8,123,53,13.82
0,107,1,0,0,3,146.9,94,35,5.72
0,101,1,0,0.3,1,0,0,20,9.61
0,78,1,0,0,1,130.8,64,42,11.19
0,37,1,1,2.81,0,264.7,81,92.1,10.83
1,135,0,1,3.94,0,173.1,85,86.4,10.2
0,82,1,0,0,1,197.7,101,45,6.38
0,96,1,1,2.81,3,183.3,115,77.1,10.07
0,78,1,0,0,2,190.3,88,49,9.73
0,132,1,0,0,0,222.4,85,52,8.27
0,62,1,0,0,2,182.3,101,59,16.41
0,156,1,0,0,3,174.3,95,46,9.33
1,145,1,0,0,1,224.2,89,65,15.75
0,56,1,0,0.33,1,210.4,80,54.3,8.83
0,104,1,0,0,0,138.7,107,46,12.85
0,127,1,0,0,0,261.7,105,60,9.09
0,152,1,0,0,1,206.3,98,60,14.64
0,124,1,0,0,1,131.8,82,47,14.22
0,135,1,1,3.32,1,273.4,141,93.2,7.7
0,86,1,0,0,0,176.3,79,52,12.96
1,138,0,0,0,4,46.5,104,24,9.3
0,119,1,1,2.7,1,178.1,110,76,10.64
0,73,1,0,0,2,234.7,102,57,9.79
0,95,1,0,0,0,198.4,113,54,11.8
0,83,1,1,3.19,1,78.5,109,63.9,10.53
0,111,1,1,3.62,2,96.8,123,67.2,8.53
0,114,1,1,2.27,4,225.8,94,77.7,9.65
0,124,1,0,0,0,178.4,72,51,11.68
0,53,1,1,3.46,2,131.2,63,76.6,11.37
0,75,1,1,3.05,2,121.5,97,74.5,13.57
0,142,1,1,2.57,0,239.8,103,91.7,14.3
0,102,1,0,0.33,0,144.4,87,51.3,13.33
0,58,1,1,3.11,2,224.1,127,90.1,11.94
0,102,1,0,0,0,158,94,45,10.4
0,193,1,1,3.16,0,71.2,58,54.6,6.24
1,115,1,0,0,7,139.3,89,41,9.62
0,137,1,0,0,0,243.4,114,52,6.06
0,139,1,1,2.24,2,231,85,81.4,11.12
1,132,1,0,0,5,193.3,106,44,6.42
0,141,1,0,0.26,3,51.9,108,25.6,8.1
1,88,1,0,0.39,4,301.5,136,77.9,12.89
0,225,1,0,0,1,182.7,142,53,12.33
0,87,1,0,0.32,1,234.8,85,55.2,7.05
0,84,1,0,0.16,2,130.2,105,47.6,13.9
0,182,1,0,0.36,2,104.9,111,38.6,9.93
0,15,1,0,0,2,135.2,101,36,7.63
0,53,1,0,0,2,145.1,116,45,11.69
0,160,1,1,4.1,1,164.6,121,92,13.14
0,129,1,0,0,1,150,98,46,11.62
0,127,1,0,0.27,2,218.6,93,52.7,7.5
0,155,1,0,0,3,165.4,108,44,9.19
0,113,1,0,0,0,158.9,137,48,12.14
1,103,0,0,0,1,255.9,128,56,7.05
0,88,1,1,3.46,2,80.3,140,61.6,7.67
0,73,1,0,0.22,2,94.9,121,40.2,12.66
0,84,1,1,3.46,1,153.9,102,73.6,7.04
0,55,1,1,2.97,3,165.6,123,69.7,6.81
0,93,1,0,0,0,114.3,100,39,11.06
1,177,1,0,0,3,266.1,91,65,11.26
0,32,1,0,0,2,164.8,98,48,11.5
0,118,1,0,0,0,154.8,71,48,12.2
0,122,1,1,2.48,7,253.7,84,87.8,11.46
0,16,1,0,0,5,174.7,83,54,14.04
1,128,0,1,3.67,0,222.1,89,88.7,8.03
0,138,1,0,0,3,127.1,102,43,12.39
0,68,1,0,0.41,3,131.6,89,39.1,6.85
1,17,0,0,0.36,0,162.8,118,51.6,11.48
0,96,1,1,2.84,1,183.4,126,76.4,9.78
0,155,1,0,0.39,2,216.7,30,53.9,7.22
0,73,1,0,0.41,1,157.6,92,48.1,9.92
0,166,1,0,0,3,199.6,93,53,10.72
0,98,1,1,2.89,2,213.7,61,86.9,12.65
0,35,1,0,0,0,105.6,129,40,12.91
1,110,0,1,2.24,1,267.9,103,90.4,13.17
0,125,1,0,0.3,2,169.3,90,46,7.8
0,52,1,0,0.34,2,124.9,131,50.4,15.03
0,105,1,0,0.24,3,115.5,73,45.4,13.37
0,195,1,0,0,0,63.2,108,30,11.01
0,74,1,0,0,0,162.7,102,53,14.6
0,138,1,1,2.62,3,155.2,139,76.2,13.42
0,61,1,0,0,2,197.7,118,47,7.61
0,166,1,0,0.26,2,197.9,89,57.6,12.55
1,108,1,1,2.46,6,209.5,108,69.6,5.48
1,76,1,0,0.36,5,129.7,84,41.6,8.88
0,166,1,0,0.39,1,220.7,106,56.9,8.89
0,94,1,1,3.46,1,170.1,124,80.6,9.67
0,67,1,0,0,1,176.2,120,51,11.8
1,144,1,0,0,1,278.5,95,68,12.04
0,167,0,0,0,2,219.1,100,58,12.15
0,61,1,0,0.2,1,234.2,76,61,10.84
0,96,1,0,0.21,2,160.2,117,52.1,13.38
0,94,1,1,4.35,0,233.2,88,93.5,5.67
1,163,1,0,0.35,0,247.7,77,69.5,13.48
0,144,0,0,0,0,203.5,100,56,12.38
0,68,1,1,2.59,2,122.9,93,66.9,11.68
0,90,1,0,0,0,76.1,121,38,14.52
0,61,1,1,2.94,3,270.7,53,93.4,10.04
1,116,1,0,0.33,5,133.3,94,47.3,12.39
0,80,1,0,0,1,118.1,90,33,7.22
0,108,1,1,2.94,1,165.1,85,80.4,13.35
0,97,1,1,2.3,0,168.4,129,71,11.3
0,103,0,0,0,3,171.7,78,42,7.23
1,173,1,0,0,0,291.8,143,68,10.72
0,105,0,0,0,0,228.4,100,52,7.26
0,139,1,0,0.29,1,138.1,103,40.9,8.23
0,173,1,1,1.35,3,232.4,96,71.5,10.6
1,68,1,0,0,5,162.1,86,41,7.75
0,183,1,1,2.35,2,86.5,119,62.5,14.26
0,103,1,0,0,1,166.6,84,45,9.62
0,93,1,0,0.42,0,190.2,68,59.2,13.11
0,106,1,1,2.19,1,83.6,131,53.9,10.2
0,100,0,0,0,4,219.4,112,57,11.29
0,152,1,0,0.23,1,161.4,84,44.3,8.18
0,141,1,0,0,0,217.1,110,58,12.08
0,81,1,1,3.08,0,130.1,117,69.8,9.8
0,24,1,0,0,0,235.6,132,50,5.8
0,104,1,0,0,1,225.9,123,53,8.14
0,115,1,1,3.83,2,145,72,80.3,9.73
1,29,1,0,0,2,313.2,103,72,10.82
0,90,1,0,0,2,207.2,121,61,14.63
0,160,1,0,0.28,1,121.8,97,31.8,4.47
1,64,0,0,0.18,2,236.2,77,60.8,10.93
0,113,1,0,0,3,215.9,93,58,12.01
0,166,1,0,0,2,203.4,81,49,8.39
0,72,1,0,0,2,137.6,106,36,7.18
0,75,1,0,0,1,203.3,70,55,11.45
0,142,1,1,2.48,3,237.4,105,80.8,8.8
1,112,1,0,0.28,2,266,97,66.8,10.73
1,64,0,0,0,1,346.8,55,81,12.48
0,13,1,1,3.27,3,315.6,105,104.7,10.45
0,67,1,0,0,0,201.4,101,43,4.88
1,68,0,0,0,1,148.5,126,44,10.97
0,119,1,1,3,0,220.1,128,91,13.41
0,68,1,0,0,2,207.6,68,57,12.58
0,69,1,1,3.56,2,194.9,63,85.6,9.58
0,53,1,1,3.24,2,167.3,99,77.4,9.74
1,129,1,0,0.23,1,137.8,120,45.3,11.29
0,80,1,0,0,3,198.1,160,47,7.84
0,123,1,0,0,2,175.7,78,46,9.23
1,76,1,0,0,1,263.4,148,65,11.52
0,123,1,1,4.05,0,218.7,79,92.5,8.17
0,190,0,0,0,3,111.9,55,38,11.15
0,19,1,0,0.14,2,186.1,98,55.4,12.72
0,124,1,0,0,3,157.5,70,38,6.54
0,131,1,0,0,0,112.8,133,37,9.97
0,109,1,0,0,2,137,128,42,10.85
0,120,1,1,2.62,2,212.7,73,85.2,12.88
0,141,1,0,0,3,260.2,131,60,8.96
0,56,1,0,0,1,226,112,60,12.43
0,96,1,1,3.05,1,261.3,96,94.5,11.05
0,73,1,0,0,2,187.8,95,45,7.46
0,129,1,0,0,2,157,113,49,12.85
0,111,1,1,3.78,1,205.5,114,91.8,10.97
0,93,1,1,3.11,1,166.9,101,83.1,13.66
0,149,1,0,0,0,156,56,32,2.8
0,105,1,1,2.62,2,88.1,125,56.2,8.8
0,160,1,0,0.17,1,216.8,77,56.7,10.37
0,87,1,1,2.11,0,262.8,114,85.1,10.79
0,33,1,0,0,3,184.4,111,49,10.19
0,72,1,1,4.46,1,186.7,108,105.6,16.75
0,112,1,1,3.59,0,60.6,113,60.9,8.3
1,68,1,0,0.21,1,213.9,112,61.1,13.03
0,155,1,1,1.84,1,128.5,86,56.4,9.42
0,99,1,0,0,1,191.2,110,47,8.2
0,95,1,0,0,0,58.2,96,28,10.11
0,134,1,1,2.32,0,216.8,78,69.2,5.11
1,16,1,0,0,0,229.6,78,57,10.29
0,85,1,0,0,1,144.4,88,48,13.23
0,92,1,0,0.16,3,201.9,74,55.6,11.34
0,76,1,0,0.35,0,179.2,85,53.5,11.15
0,100,0,0,0.19,0,68.5,110,42.9,16.86
1,132,1,0,0,1,291.2,104,70,11.71
0,125,1,0,0,1,126.7,108,40,10.3
0,131,1,1,2.94,2,192.7,85,81.4,11.3
0,94,1,0,0,1,177.1,112,47,9.7
0,106,1,0,0,0,178.4,143,52,12.35
0,190,1,0,0.26,0,142.9,96,42.6,8.9
0,71,1,0,0,1,277.5,104,59,6.59
1,113,0,0,0,5,122.2,112,32,6.59
1,44,1,0,0.34,4,308.6,139,69.4,7.54
0,134,1,1,3,2,208.8,130,77,6.65
0,16,1,0,0,1,153.2,65,46,11.49
0,36,1,0,0.25,1,253.4,77,61.5,9.12
0,50,1,0,0,1,131.7,108,41,10.83
0,10,1,0,0.42,1,222.2,127,55.2,7.66
0,38,1,0,0,2,131.2,98,37,8.15
0,66,0,0,0.28,3,208.7,84,53.8,8.67
0,50,1,0,0,0,154.7,102,52,14.9
1,178,0,0,0,2,124.5,134,34,7.06
1,108,0,1,3.67,3,130.1,90,73.7,8.35
0,112,1,0,0,0,208.7,150,54,10.64
1,112,1,0,0,4,174.3,123,42,7.01
0,152,1,0,0,1,228.1,93,51,6.82
0,83,1,0,0,1,132.4,120,33,6.08
0,103,1,0,0,5,204.9,107,47,6.76
0,69,1,0,0,0,185.3,91,51,10.96
0,194,1,0,0,0,162.3,88,46,10.69
0,11,1,1,1.89,1,209.8,130,71.9,9.83
0,94,1,0,0,2,252.6,104,58,8.45
0,74,1,0,0,0,177.4,136,51,12.02
0,13,1,1,3.05,2,176.6,65,75.5,8.64
0,89,1,0,0,3,89.5,66,31,8.97
0,94,0,1,2.57,4,197.1,125,77.7,10.73
0,153,1,0,0.29,1,154.6,56,51.9,13.15
0,132,1,1,2.46,1,154.6,128,72.6,12.28
0,8,1,1,1.3,1,242.9,67,69,8.55
0,77,1,0,0,1,221.8,84,52,8.3
0,44,1,0,0,0,202.6,89,49,8.15
0,111,1,0,0,3,255.9,97,61,10.21
0,118,1,1,2.57,1,289.5,52,89.7,8.33
0,84,1,1,3.51,1,159.1,106,75.1,7.49
0,45,1,0,0,1,211.3,87,50,8.29
0,75,1,0,0,1,166.3,125,42,7.91
1,90,0,0,0,4,148.2,96,44,11.02
0,117,1,0,0.26,2,214.4,94,51.6,6.9
0,70,1,0,0,3,232.1,122,65,14.62
0,132,1,0,0,1,121.5,88,43,12.65
0,93,1,1,3.16,0,306.2,123,100.6,9.49
0,101,1,1,4.19,0,200.1,108,92.9,9.45
0,118,1,0,0.32,1,187.4,97,50.2,8.89
0,103,1,0,0.33,0,189.8,110,46.3,5.78
0,46,1,0,0,1,164.2,116,45,9.81
0,43,1,0,0,0,135.8,125,37,8.16
0,172,1,0,0,1,211.7,100,53,9.94
0,101,1,0,0,1,118.6,89,38,9.98
0,86,1,0,0,1,125.5,139,45,13.49
0,180,1,1,2.05,1,231.8,78,80.5,11.65
0,155,1,1,1.38,1,183.3,106,62.8,10.26
1,60,0,0,0,0,205.9,97,59,13.87
0,54,1,0,0.16,2,159.8,99,51.6,13.2
0,123,1,1,0.78,0,146.6,87,42.8,5.74
0,126,1,1,3.27,0,58.9,125,68.7,15.28
0,48,1,1,2.05,3,230.9,92,74.5,8.38
0,120,1,1,3.13,0,299.5,83,96.3,8.17
0,21,1,0,0,0,225,110,60,12.21
0,100,1,0,0,2,188.5,152,45,7.42
1,100,1,0,0,6,70.8,94,31,10.78
1,104,1,0,0,0,234.2,128,65,14.66
