FarmOwnership,Hectares,SeedPrice,HiredLabor,FamilyLabor,AvgWage,Region
Farmer,0.214,75,30,83,68.23,sukaambit
Farmer,0.074,150,40,48,40,sukaambit
Farmer,0.591,56,368,166,57.35,sukaambit
Farmer,0.204,60,151,80,51.66,sukaambit
Farmer,0.596,70,258,55,77.6,sukaambit
Farmer,0.472,120,292,220,135.38,sukaambit
Farmer,0.435,150,398,244,124.77,sukaambit
Farmer,0.054,65,40,34,43.33,ciwangi
Farmer,0.054,70,40,34,45,ciwangi
Farmer,0.06,80,35,41,62.86,ciwangi
Farmer,0.06,75,55,106,45,ciwangi
Farmer,0.029,150,1,49,142.23,ciwangi
Farmer,0.069,150,1,59,135.5,ciwangi
Farmer,1.628,80,1540,410,68.02,ciwangi
Farmer,1.057,80,1045,295,61.48,ciwangi
Farmer,1.4,60,700,320,64.23,ciwangi
Farmer,1,100,670,450,50.9,ciwangi
Farmer,0.98,120,1235,129,160,ciwangi
Farmer,0.55,135,395,60,146.84,ciwangi
Farmer,0.107,100,50,65,59.62,ciwangi
Farmer,0.107,100,55,84,56.36,ciwangi
Farmer,0.104,80,15,30,58.33,ciwangi
Farmer,0.104,150,83,94,47.59,ciwangi
Farmer,0.104,150,40,70,150,ciwangi
Farmer,0.135,60,145,35,39.58,ciwangi
Farmer,0.135,65,75,33,56.33,ciwangi
Farmer,0.2,80,55,42,57.27,ciwangi
Farmer,0.2,85,115,23,55.65,ciwangi
Farmer,0.143,146,180,36,142.78,ciwangi
Farmer,0.143,165,180,36,142.78,ciwangi
Farmer,0.143,150,70,62,152.86,ciwangi
Farmer,0.143,150,55,71,131.82,ciwangi
Farmer,0.184,60,40,71,40.95,ciwangi
Farmer,0.184,65,40,71,38.5,ciwangi
Farmer,0.143,70,20,81,62.5,ciwangi
Farmer,0.214,100,190,105,64.74,ciwangi
Farmer,0.2,80,100,115,49.02,ciwangi
Farmer,0.2,80,100,120,50,ciwangi
Farmer,0.186,60,20,101,65,ciwangi
Farmer,0.2,100,40,145,55,ciwangi
Farmer,0.243,150,200,187,147.25,ciwangi
Farmer,0.243,150,205,212,148.05,ciwangi
Farmer,0.957,80,610,1234,52.94,ciwangi
Farmer,0.742,45,375,984,50,ciwangi
Farmer,1.215,70,448,230,58.57,ciwangi
Farmer,0.714,75,260,405,58.46,ciwangi
Farmer,0.215,150,140,75,142.5,ciwangi
Farmer,0.429,150,248,150,134.8,ciwangi
Farmer,0.235,90,300,185,53.97,ciwangi
Farmer,0.235,100,300,170,55,ciwangi
Farmer,0.313,60,130,101,60.38,ciwangi
Farmer,0.315,90,160,110,58,ciwangi
Farmer,0.358,150,165,433,158.48,ciwangi
Farmer,0.607,100,425,280,44.71,ciwangi
Farmer,0.286,60,80,120,38.71,ciwangi
Farmer,0.286,65,80,120,42.5,ciwangi
Farmer,0.286,80,135,25,63.04,ciwangi
Farmer,0.586,100,270,155,47.78,ciwangi
Farmer,0.357,123.75,370,91,137.84,ciwangi
Farmer,0.357,123.75,370,91,137.84,ciwangi
Farmer,0.071,100,30,44,62.5,ciwangi
Farmer,0.071,100,10,90,48.5,ciwangi
Farmer,0.071,80,1,60,62.25,ciwangi
Farmer,0.077,150,10,62,60,ciwangi
Farmer,0.072,150,70,75,124.29,ciwangi
Farmer,0.072,175,60,75,140,ciwangi
Farmer,0.343,140,245,95,143.67,ciwangi
Farmer,0.343,140,245,105,153.67,ciwangi
Farmer,0.214,60,125,20,50.47,ciwangi
Farmer,0.214,70,150,20,48,ciwangi
Farmer,0.271,80,90,260,57.78,ciwangi
Farmer,0.271,100,175,163,51.43,ciwangi
Farmer,0.3,150,140,128,147.14,ciwangi
Farmer,0.3,150,130,242,165.38,ciwangi
Farmer,0.077,120,28,49,140.29,ciwangi
Farmer,0.077,135,28,49,120.14,ciwangi
Farmer,0.286,65,280,25,38.3,ciwangi
Farmer,0.286,70,280,25,48.57,ciwangi
Farmer,0.429,80,140,113,50,ciwangi
Farmer,0.286,90,140,82,60.71,ciwangi
Farmer,0.179,150,140,115,146.43,ciwangi
Farmer,0.179,120,130,149,143.08,ciwangi
Farmer,0.157,150,40,139,135.25,ciwangi
Farmer,0.157,150,25,151,160,ciwangi
Farmer,0.571,80,654,30,45.34,ciwangi
Farmer,0.571,70,654,30,35.43,ciwangi
Farmer,0.658,90,240,96,58.32,ciwangi
Farmer,0.5,100,605,150,48.06,ciwangi
Farmer,0.472,120,593,95,154.59,ciwangi
Farmer,0.472,135,510,95,147.84,ciwangi
Farmer,0.852,100,1280,390,56.17,ciwangi
Farmer,0.852,100,1205,390,58.92,ciwangi
Farmer,1.025,80,800,244,60.4,ciwangi
Farmer,1.025,75,1075,240,53.26,ciwangi
Farmer,1.092,170,1010,90,136.53,ciwangi
Farmer,1.093,170,1210,90,146.53,ciwangi
Farmer,1.9,80,2275,420,55.77,ciwangi
Farmer,1.9,100,2185,340,57.28,ciwangi
Farmer,1.816,70,700,227,58.07,ciwangi
Farmer,1.816,100,1100,295,51.37,ciwangi
Farmer,1.945,120,1280,98,157.15,ciwangi
Farmer,1.945,135,1780,98,147.15,ciwangi
Farmer,0.341,100,150,195,60,ciwangi
Farmer,0.857,65,1015,130,53.83,ciwangi
Farmer,0.857,70,1165,130,50.56,ciwangi
Farmer,0.858,70,480,160,66.04,ciwangi
Farmer,1.071,100,1330,370,52.33,ciwangi
Farmer,0.858,120,1159,142,141.67,ciwangi
Farmer,0.858,135,1159,142,175.35,ciwangi
Farmer,0.071,80,25,50,40.74,ciwangi
Farmer,0.071,80,25,50,44,ciwangi
Farmer,0.071,70,30,38,58.33,ciwangi
Farmer,0.071,65,1,51,55.25,ciwangi
Farmer,0.182,150,90,86,162.22,ciwangi
Farmer,0.5,80,300,33,36.49,ciwangi
Farmer,0.5,80,175,33,51.43,ciwangi
Farmer,0.571,70,480,287,58.96,ciwangi
Farmer,0.786,85,675,263,50,ciwangi
Farmer,0.714,70,500,45,37.85,ciwangi
Farmer,0.714,75,475,45,38.53,ciwangi
Farmer,0.715,70,355,248,61.27,ciwangi
Farmer,0.715,90,605,50,52.6,ciwangi
Farmer,0.429,150,410,25,160,ciwangi
Farmer,0.249,150,410,25,160,ciwangi
Farmer,0.428,80,385,195,54.03,ciwangi
Farmer,0.428,70,445,200,49.21,ciwangi
Farmer,0.4,80,220,284,60.91,ciwangi
Farmer,0.428,100,200,285,50,ciwangi
Farmer,0.3,150,175,77,155.71,ciwangi
Farmer,0.3,150,175,91,142,ciwangi
Farmer,0.107,120,30,41,141.67,ciwangi
Farmer,0.107,150,45,46,118.89,ciwangi
Farmer,0.5,80,335,85,57.15,ciwangi
Farmer,0.25,80,190,55,54.21,ciwangi
Farmer,0.714,80,275,63,60,ciwangi
Farmer,0.5,90,345,47,64.78,ciwangi
Farmer,0.658,120,735,178,159.86,ciwangi
Farmer,0.336,135,295,60,135.76,ciwangi
Farmer,0.157,170,30,270,150,ciwangi
Farmer,0.05,65,25,60,40.74,ciwangi
Farmer,0.029,70,15,39,53.33,ciwangi
Farmer,0.05,52.5,1,50,62.43,ciwangi
Farmer,0.05,90,1,37,55.25,ciwangi
Farmer,0.214,80,120,145,63.93,ciwangi
Farmer,0.142,50,80,130,52.5,ciwangi
Farmer,0.174,70,1,278,52.43,ciwangi
Farmer,0.143,90,65,121,53.08,ciwangi
Farmer,0.215,150,30,240,150,ciwangi
Farmer,0.243,135,20,219,145,ciwangi
Farmer,0.2,100,145,90,50.27,ciwangi
Farmer,0.2,100,130,90,53.85,ciwangi
Farmer,0.286,70,90,151,57.22,ciwangi
Farmer,0.286,90,170,72,59.41,ciwangi
Share,3.572,350,3889,1,152.03,wargabinangun
Share,3.572,250,3519,1,154.49,wargabinangun
Share,0.428,300,210,20,137.62,wargabinangun
Share,0.428,300,180,1,140.56,wargabinangun
Share,0.307,150,72,206,53.47,wargabinangun
Share,0.18,60,30,126,46.88,wargabinangun
Share,0.36,50,50,212,56,wargabinangun
Share,0.355,80,148,304,51.01,wargabinangun
Share,0.14,80,56,110,60.71,wargabinangun
Share,0.052,350,4,94,158.75,wargabinangun
Share,0.052,350,1,46,135.45,wargabinangun
Share,0.714,70,225,182,41.41,wargabinangun
Share,0.714,55,390,190,48.46,wargabinangun
Share,0.355,80,30,209,43.33,wargabinangun
Share,0.071,60,50,60,57.69,wargabinangun
Share,0.071,60,50,80,50,wargabinangun
Share,0.142,70,144,5,50.76,wargabinangun
Share,0.714,70,510,20,42.19,wargabinangun
Share,0.714,70,610,40,44.59,wargabinangun
Share,0.286,70,260,10,52.69,wargabinangun
Share,0.357,60,305,75,53.42,wargabinangun
Share,0.357,60,280,65,43.57,wargabinangun
Share,0.357,150,305,35,51.31,wargabinangun
Share,0.5,60,270,43,53.89,wargabinangun
Share,0.357,80,260,57,46.95,wargabinangun
Share,0.357,80,130,55,49.23,wargabinangun
Share,0.357,80,235,90,51.7,wargabinangun
Share,0.357,300,265,119,135.28,wargabinangun
Share,0.357,300,185,1,134.86,wargabinangun
Share,1,80,400,56,47.5,langan
Share,0.2,150,35,216,144.29,langan
Share,0.714,250,224,160,135.04,langan
Share,0.429,250,80,152,159.38,langan
Share,0.179,160,30,102,126.67,gunungwangi
Share,0.179,190,30,96,140,gunungwangi
Share,0.08,90,1,66,50,gunungwangi
Share,0.07,50,1,106,53.5,gunungwangi
Share,0.03,100,10,79,50,gunungwangi
Share,0.171,80,65,107,43.28,gunungwangi
Share,0.171,80,75,171,50.67,gunungwangi
Share,0.028,80,1,53,52.43,gunungwangi
Share,0.175,200,114,156,122.37,gunungwangi
Share,0.175,200,114,208,132.37,gunungwangi
Share,0.35,62.5,130,65,57.88,gunungwangi
Share,0.35,62.5,140,65,42.86,gunungwangi
Share,0.702,100,270,79,61.48,gunungwangi
Share,0.17,62.5,65,55,41.79,gunungwangi
Share,0.17,62.5,65,65,44.62,gunungwangi
Share,0.179,55,54,181,41.67,gunungwangi
Share,0.179,80,72,40,55.9,gunungwangi
Share,0.121,75,12,124,51.43,sukaambit
Share,0.05,70,12,124,50,sukaambit
Share,0.5,75,12,42,60,sukaambit
Share,0.08,150,6,66,48.33,sukaambit
Share,0.185,150,206,235,45.63,sukaambit
Share,0.107,120,36,93,147.22,sukaambit
Share,0.213,120,53,177,139.81,sukaambit
Share,0.084,61.25,12,114,52.5,sukaambit
Share,0.055,70,6,114,58.33,sukaambit
Share,0.124,75,54,52,68.52,sukaambit
Share,0.121,125,12,76,56.67,sukaambit
Share,0.057,125,58,46,48.28,sukaambit
Share,0.085,150,16,187,56.25,sukaambit
Share,0.212,150,108,135,141.67,sukaambit
Share,0.212,200,128,114,141.41,sukaambit
Share,0.7,70,329,280,60.86,sukaambit
Share,0.143,75,47,55,42.55,sukaambit
Share,0.7,70,176,64,63.75,sukaambit
Share,0.057,350,8,50,140,sukaambit
Share,0.286,65,170,34,37.21,ciwangi
Share,0.286,70,205,34,45.37,ciwangi
Share,0.286,70,125,60,54,ciwangi
Share,0.14,100,135,124,52.59,ciwangi
Share,0.143,65,40,124,40.48,ciwangi
Share,0.143,65,40,139,42.5,ciwangi
Share,0.142,80,1,98,62.43,ciwangi
Share,0.141,100,1,136,55.25,ciwangi
Share,0.215,120,60,233,148,ciwangi
Share,0.215,120,60,303,140,ciwangi
